product,firm,segment,price,share,markup_monoproduct,mc_monoproduct,markup_multiproduct,mc_multiproduct,markup_mono_over_price,markup_multi_over_price
Product19,KG,Adult,3.38,0.0089,-0.8576686755271629,4.237668675527162,-1.2606190483686344,4.6406190483686345,-0.2537481288541902,-0.3729642154936788
AppleJacks,KG,Kids,3.64,0.0084,-0.8572362084660862,4.497236208466086,-1.2606190483686348,4.900619048368635,-0.2355044528752984,-0.34632391438698756
CaptCrunch,QK,Kids,2.55,0.0083,-0.8571497673842603,3.40714976738426,-0.8891583936349065,3.4391583936349064,-0.3361371636801021,-0.3486895661313359
ShreddedWheat,NB,Adult,2.82,0.008,-0.8568905487046079,3.6768905487046077,-0.8842561368094987,3.7042561368094984,-0.3038618967037617,-0.31356600596081513
FruityPebbles,PT,Kids,3.21,0.0083,-0.8571497673842603,4.06714976738426,-0.9139183144984062,4.123918314498406,-0.2670248496524175,-0.28470975529545367
Clusters,GM,Fam,3.14,0.0078000000000000005,-0.8567178233369996,3.9967178233369998,-1.1454459295444999,4.2854459295445,-0.272840071126433,-0.36479169730716554
CinnamonMiniBuns,KG,Fam,2.75,0.0076,-0.8565451675886449,3.606545167588645,-1.2606190483686388,4.010619048368639,-0.3114709700322345,-0.458406926679505
DoubleDipCrunch,KG,Adult,3.01,0.0073,-0.8562863144101651,3.866286314410165,-1.2606190483686317,4.270619048368632,-0.28448050312630074,-0.41881031507263516
MultiGrainCheerios,GM,Fam,3.34,0.0075,-0.856458865808535,4.196458865808535,-1.1454459295444985,4.485445929544499,-0.2564248101223159,-0.34294788309715524
Honeycomb,PT,Kids,3.4,0.0074,-0.8563725814174602,4.25637258141746,-0.9139183144984087,4.313918314498409,-0.2518742886521942,-0.2687995042642378
Popeye,QK,Kids,1.77,0.0067,-0.8557690771317539,2.625769077131754,-0.8891583936349019,2.659158393634902,-0.48348535431172535,-0.5023493749349728
